Id,Category,Sentence
6880,4,As giddy and whimsical and relevant today as it was 270 years ago .
5028,3,"Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet ."
1043,3,"As banal as the telling may be -- and at times , All My Loved Ones more than flirts with kitsch -- the tale commands attention ."
9747,2,Is Red Dragon worthy of a place alongside the other Hannibal movies ?
7180,2,"As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death ."
1816,0,Gaping plot holes sink this ` sub ' - standard thriller and drag audience enthusiasm to crush depth .
3572,4,"Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors ."
3552,3,Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...
4414,0,"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok ."
11159,3,"Making such a tragedy the backdrop to a love story risks trivializing it , though Chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror ."
139,3,Roman Polanski 's autobiographical gesture at redemption is better than ` Shindler 's List ' - it is more than merely a Holocaust movie .
5239,0,One of the worst films of 2002 .
8612,1,Low rent from frame one .
6683,3,Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .
4039,3,Very predictable but still entertaining
6443,1,The only thing I laughed at were the people who paid to see it .
6884,2,"Jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting ."
2529,1,An opportunity missed .
2692,1,The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .
11475,3,-LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .
7572,1,"Despite some charm and heart , this quirky soccer import is forgettable"
8821,2,"One of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way ."
10126,3,"McGrath has deftly trimmed Dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness ."
7465,1,Sex is one of those films that aims to confuse .
1734,1,"Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them ."
433,1,"Ignore the reputation , and ignore the film ."
11338,2,the too-frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability
11043,0,It 's a road-trip drama with too many wrong turns .
698,4,"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated ."
8265,1,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma ."
4372,3,Campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .
8255,4,"Payne has created a beautiful canvas , and Nicholson proves once again that he 's the best brush in the business ."
8114,4,Majidi 's direction has never been smoother or more confident .
7613,3,Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .
4811,3,Family fare .
8685,4,A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .
1030,3,Mordantly funny and intimately knowing ...
830,4,Smart and taut .
11529,1,Imagine Susan Sontag falling in love with Howard Stern .
1600,2,I wish Windtalkers had had more faith in the dramatic potential of this true story .
8109,1,They ought to be a whole lot scarier than they are in this tepid genre offering .
10996,2,"But be warned , you too may feel time has decided to stand still ."
9744,0,It appears as if even the filmmakers did n't know what kind of movie they were making .
3849,1,"But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes ."
4946,3,Much of what we see is horrible but it 's also undeniably exceedingly clever .
4567,3,"It 's an interesting effort -LRB- particularly for JFK conspiracy nuts -RRB- , and Barry 's cold-fish act makes the experience worthwhile ."
7322,2,"A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special ."
357,0,"Loud , silly , stupid and pointless ."
5300,1,"As it stands , Crocodile Hunter has the hurried , badly cobbled look of the 1959 Godzilla , which combined scenes of a Japanese monster flick with canned shots of Raymond Burr commenting on the monster 's path of destruction ."
6500,3,"On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play ."
995,4,"Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken ."
5926,1,unwillingness to define his hero 's background or motivations
1115,4,"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale ."
1552,1,I did n't find much fascination in the swinging .
9492,3,Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .
11142,3,This deeply spiritual film taps into the meaning and consolation in afterlife communications .
3593,4,A very charming and funny movie .
9086,3,"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies ."
1367,2,` Tobey Maguire is a poster boy for the geek generation . '
2708,4,The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .
7385,1,There are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .
3457,0,"Personally , I 'd rather watch them on the Animal Planet ."
7049,0,Festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you .
3768,0,"The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything ."
3426,3,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time ."
10229,0,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .
9993,4,It 's always enthralling .
8177,1,"Does n't deliver a great story , nor is the action as gripping as in past Seagal films ."
10362,1,"It 's hard to say who might enjoy this , are there Tolstoy groupies out there ?"
6723,0,You can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .
6709,2,Is `` Ballistic '' worth the price of admission ?
8091,3,Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .
1524,2,It 's everything you 'd expect -- but nothing more .
8071,1,Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .
2831,1,Heavy with flabby rolls of typical Toback machinations .
10537,0,"An erotic thriller that 's neither too erotic nor very thrilling , either ."
7366,2,The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .
6621,2,Barry Sonnenfeld owes Frank the Pug big time
9717,2,"This is mild-mannered , been-there material given a pedestrian spin by a director who needed a touch of the flamboyant , the outrageous ."
5962,1,You do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .
1723,4,"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work ."
1491,3,"Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral ."
8927,3,"For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet ."
6561,3,The viewer takes great pleasure in watching the resourceful Molly stay a step ahead of her pursuers .
5708,0,"The main characters are simply named The Husband , The Wife and The Kidnapper , emphasizing the disappointingly generic nature of the entire effort ."
9370,4,"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film"
104,2,It 's the type of stunt the Academy loves : a powerful political message stuffed into an otherwise mediocre film .
475,4,"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced ."
6338,1,"little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic ."
2552,2,"` The film is stark , straightforward and deadly ... an unnatural calm that 's occasionally shaken by ... blasts of rage , and later , violent jealousy . '"
6131,4,He nonetheless appreciates the art and reveals a music scene that transcends culture and race .
10952,1,"Amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way ."
100,4,Diggs and Lathan are among the chief reasons Brown Sugar is such a sweet and sexy film .
11308,1,This is not a Jackie Chan movie .
6865,3,"None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?"
5593,3,And Vin Diesel is the man .
3477,2,A puzzling experience .
5523,3,"It 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- The Believer is nothing less than a provocative piece of work ."
5267,3,The characters are more deeply thought through than in most ` right-thinking ' films .
3292,1,I suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .
8998,1,Something must have been lost in the translation .
871,3,But not without cheesy fun factor .
2436,1,What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .
8186,2,It may even fall into the category of Films You Love to Hate .
3857,0,"Much like its easily dismissive take on the upscale lifestyle , there is n't much there here ."
3034,4,"Heartwarming here relies less on forced air than on Petter Næss ' delicate , clever direction ... and a wonderful , imaginative script by Axel Hellstenius ."
11150,3,"But Kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them ."
8706,3,"Despite the film 's shortcomings , the stories are quietly moving ."
5653,3,"It falls far short of poetry , but it 's not bad prose ."
6584,3,"Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue ."
5104,2,I ca n't .
34,3,"When you 've got the wildly popular Vin Diesel in the equation , it adds up to big box office bucks all but guaranteed ."
3689,1,A mimetic approximation of better films
11152,1,"Lisa Rinzler 's cinematography may be lovely , but Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension ."
5504,0,Banal and predictable .
7581,1,This movie ... does n't deserve the energy it takes to describe how bad it is .
7760,1,All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938 .
3148,1,The romance between the leads is n't as compelling or as believable as it should be .
10819,1,One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .
10086,2,"Mild , meandering teen flick ."
8569,3,"Shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes ."
2135,1,"The action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises ."
10054,3,"If the plot seems a bit on the skinny side , that 's because Panic Room is interested in nothing more than sucking you in ... and making you sweat ."
4359,3,Good performances keep it from being a total rehash .
6580,1,"Give Shapiro , Goldman , and Bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour ."
8470,0,"Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor ."
9195,1,Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...
7640,4,"At times , the movie looks genuinely pretty ."
10317,3,"In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks ."
6072,2,"Not a bad premise , but the execution is lackluster at best ."
5559,3,Time Out is existential drama without any of the pretension associated with the term .
858,4,"Barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful ."
6342,3,A fun ride .
8623,2,"The movie certainly has its share of clever moments and biting dialogue , but there 's just not much lurking below its abstract surface ."
4053,2,A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .
11007,3,"If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster ."
10587,2,Two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .
2292,3,"Eight Legged Freaks is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer ."
121,4,Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .
1220,2,"When in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip ."
1025,2,"Since Lee is a sentimentalist , the film is more worshipful than your random E !"
7610,3,"The Way Home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness ."
5167,2,"Sean Penn , you owe Nicolas Cage an apology ."
8301,4,"Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary ."
7168,1,The problematic characters and overly convenient plot twists foul up Shum 's good intentions .
2495,4,"For most of its footage , the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo ."
3399,3,"Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while ."
6845,0,I have not been this disappointed by a movie in a long time .
4884,3,It 's definitely a step in the right direction .
10517,1,"One of these days Hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations ."
8425,2,You know that ten bucks you 'd spend on a ticket ?
1897,3,"Successfully blended satire , high camp and yet another sexual taboo into a really funny movie ."
1953,0,Stiff and schmaltzy and clumsily directed .
4201,1,This is a movie where the most notable observation is how long you 've been sitting still .
1546,4,it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .
4751,2,"It never is , not fully ."
7035,4,"Like Shrek , Spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world ."
7614,2,You might be shocked to discover that Seinfeld 's real life is boring .
3724,3,"And yet , it still works ."
135,1,"Fincher takes no apparent joy in making movies , and he gives none to the audience ."
5969,1,What 's infuriating about Full Frontal is that it 's too close to real life to make sense .
4301,4,The story ultimately takes hold and grips hard .
4830,3,Vereté has a whip-smart sense of narrative bluffs .
11421,3,Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .
1492,1,None of this is half as moving as the filmmakers seem to think .
1686,1,The script is a dim-witted pairing of teen-speak and animal gibberish .
416,3,Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .
485,2,"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy ."
1633,1,"Brainless , but enjoyably over-the-top , the retro gang melodrama , Deuces Wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism ."
6341,2,"At its worst , it 's Rambo - meets-John Ford ."
948,0,"As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved ."
854,3,"-LRB- Shyamalan -RRB- continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision ."
1666,1,"It has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition ."
711,3,Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .
6652,2,Formula 51 has dulled your senses faster and deeper than any recreational drug on the market .
1226,2,There 's something about a marching band that gets me where I live .
7328,2,"Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence ."
3373,4,A straight-shooting family film which awards animals the respect they 've rarely been given .
3835,3,"And Lee seems just as expectant of an adoring , wide-smiling reception ."
2235,2,"After the setup , the air leaks out of the movie , flattening its momentum with about an hour to go ."
480,3,He 's a better actor than a standup comedian .
2067,1,"Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive ."
1749,2,This will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .
10422,4,"Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare ."
9557,2,"... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?"
6041,0,"A preposterous , prurient whodunit ."
1720,1,"Mr. Wollter and Ms. Seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear ."
1916,1,A big meal of cliches that the talented cast generally chokes on .
6227,2,"Like its predecessor , it 's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate ."
1493,4,It may also be the best sex comedy about environmental pollution ever made .
7593,0,A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .
5949,0,Staggers between flaccid satire and what is supposed to be madcap farce .
944,1,The Sweetest Thing leaves an awful sour taste .
3846,4,"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?"
10264,1,Eerily accurate depiction of depression .
3309,2,Entertainment more disposable than Hanna-Barbera 's half-hour cartoons ever were .
7048,2,"Seeing Seinfeld at home as he watches his own appearance on Letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but ."
3789,1,"Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?"
5602,1,A singularly off-putting romantic comedy .
8969,2,The culmination of everyone 's efforts is given life when A Selection appears in its final form -LRB- in `` Last Dance '' -RRB- .
2561,2,"Your nightmares , on the other hand , will be anything but ."
2725,2,`` Juwanna Mann ? ''
6181,3,... quite endearing .
7031,3,"Brown Sugar signals director Rick Famuyiwa 's emergence as an articulate , grown-up voice in African-American cinema ."
10196,4,Peppered with witty dialogue and inventive moments .
6176,2,It 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .
7467,2,A piquant meditation on the things that prevent people from reaching happiness .
1187,3,A fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience .
6938,1,-- is a crime that should be punishable by chainsaw .
3358,1,"A tired , unimaginative and derivative variation of that already-shallow genre ."
4842,0,"The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers ."
9131,0,"Should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie ."
3603,0,"The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten ."
1060,3,"Deliberately and devotedly constructed , Far from Heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate ."
9313,1,We get the comedy we settle for .
8521,0,I have to admit I walked out of Runteldat .
4108,4,"-LRB- Reynolds -RRB- takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch ."
9628,4,"Is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief ."
7406,4,An hour and a half of joyful solo performance .
5788,0,"A stupid , derivative horror film that substitutes extreme gore for suspense ."
8294,0,"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves ."
8348,4,"Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film ."
54,2,"Wallace directs with such patronising reverence , it turns the stomach ."
3099,4,A moving and solidly entertaining comedy\/drama that should bolster director and co-writer
2660,3,Manages to please its intended audience -- children -- without placing their parents in a coma-like state .
2244,3,"It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity ."
8771,3,"In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way ."
6333,3,The film oozes craft .
1585,1,"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special ."
9333,3,"Schaeffer is n't in this film , which may be why it works as well as it does ."
7316,3,"Even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon ."
9800,3,Reign of Fire just might go down as one of the all-time great apocalypse movies .
9346,2,"The film was n't preachy , but it was feminism by the book ."
7575,2,"While Van Wilder may not be the worst National Lampoon film , it 's far from being this generation 's Animal House ."
11335,1,Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .
3848,3,His work transcends the boy-meets-girl posturing of typical love stories .
10619,4,Amazing !
2851,3,"It puts Washington , as honest working man John Q. Archibald , on a pedestal , then keeps lifting the pedestal higher ."
1144,2,But Death to Smoochy keeps firing until the bitter end .
7692,1,A soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties .
4692,0,"By that measure , it is a failure ."
9558,2,"Overall , interesting as a documentary -- but not very Imaxy ."
8450,1,"Stephen Earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type ."
3297,4,"A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys ."
5930,0,"When it comes out on video , then it 's the perfect cure for insomnia ."
10623,4,There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .
5744,1,The overall feel is not unlike watching a glorified episode of `` 7th Heaven . ''
343,2,"Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability ."
8263,3,"Charming and witty , it 's also somewhat clumsy ."
3704,1,An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .
744,2,The pace and the visuals are so hyped up that a curious sense of menace informs everything .
9968,1,That 's because relatively nothing happens .
11148,3,"some good , organic character work , lots of obvious political insights and"
11056,4,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .
9832,2,This is the first full scale WWII flick from Hong Kong 's John Woo .
10838,1,Solondz may well be the only one laughing at his own joke
1003,0,You 'll find yourself wishing that you and they were in another movie .
26,3,"My Big Fat Greek Wedding is that rare animal known as ' a perfect family film , ' because it 's about family ."
3414,0,"Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?"
3950,1,"Carrying this wafer-thin movie on his nimble shoulders , Chan wades through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . '"
7444,0,"Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ."
7677,4,"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence ."
6021,1,A great script brought down by lousy direction .
3667,2,"As a movie , it never seems fresh and vital ."
11368,2,A pure participatory event that malnourished intellectuals will gulp down in a frenzy .
3352,0,We 've liked Klein 's other work but Rollerball left us cold .
1218,3,"... Despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '"
1501,4,An engrossing and infectiously enthusiastic documentary .
8031,0,Looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .
6399,3,"Caruso sometimes descends into sub-Tarantino cuteness ... but for the most part he makes sure The Salton Sea works the way a good noir should , keeping it tight and nasty ."
3164,3,"It 's a very sincere work , but it would be better as a diary or documentary ."
7312,1,"And neither do cliches , no matter how ` inside ' they are ."
212,0,`` The Adventures of Pluto Nash '' is a big time stinker .
2441,4,A whale of a good time for both children and parents seeking Christian-themed fun .
44,1,Romething 's really wrong with this ricture !
5942,3,"These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and I 'm all for that ."
11101,2,Chomp chomp !
7700,3,"You come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated ."
8551,1,The lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .
8309,2,"Like Mike is a harmlessly naïve slice of b-ball fantasy , fit for filling in during the real NBA 's off-season ."
8089,3,"A pleasing , often-funny comedy ."
7447,1,"The movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story ."
10723,0,"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore ."
9907,4,A moving and solidly entertaining comedy\/drama that should bolster director and co-writer Juan José Campanella 's reputation in the United States .
6933,2,About as original as a gangster sweating bullets while worrying about a contract on his life .
9684,0,"Cox offers plenty of glimpses at existing photos , but there are no movies of Nijinsky , so instead the director treats us to an aimless hodgepodge ."
8008,1,There 's got to be a more graceful way of portraying the devastation of this disease .
7649,0,"If there 's a heaven for bad movies , Deuces Wild is on its way ."
1982,1,"Who , exactly , is fighting whom here ?"
180,2,"As Allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson ."
8332,1,"Its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare ."
4838,4,"Sensual , funny and , in the end , very touching ."
1626,1,Borrows from other movies like it in the most ordinary and obvious fashion .
4985,1,He 's not good with people .
6625,4,Consummate actor Barry has done excellent work here .
9926,4,Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life
9697,1,"A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films ."
9269,0,"The script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained ."
3845,1,"Ultimately ... the movie is too heady for children , and too preachy for adults ."
4619,3,The film oozes craft .
9263,3,"As part of Mr. Dong 's continuing exploration of homosexuality in America , Family Fundamentals is an earnest study in despair ."
5893,0,"Very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all ."
3400,2,Eric Byler 's nuanced pic avoids easy sentiments and explanations ...
9301,0,"As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them ."
1658,1,If only Merchant paid more attention the story .
8385,1,"Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake ."
279,4,"A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending ."
2376,3,"Alternately hilarious and sad , aggravating and soulful , scathing and joyous ."
5299,4,"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is ."
8083,1,"Illiterate , often inert sci-fi action thriller ."
339,2,"Schnitzler 's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying ."
7930,3,Compassionately explores the seemingly irreconcilable situation between conservative Christian parents and their estranged gay and lesbian children .
2966,4,"A dark , quirky road movie that constantly defies expectation ."
3295,2,The film virtually chokes on its own self-consciousness .
3645,0,Chalk it up as the worst kind of hubristic folly .
6350,1,Really does feel like a short stretched out to feature length .
6954,0,The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .
3582,3,"If the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material ."
9734,1,The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .
6445,3,Amazingly dopey .
846,3,"In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks ."
11229,3,"Like a veteran head cutter , Barbershop is tuned in to its community ."
5834,1,"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain ."
1896,0,The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .
7933,1,"The plot has a number of holes , and at times it 's simply baffling ."
6696,0,"Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ."
7976,3,"Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the French coming-of-age genre ."
9513,3,"As I settled into my World War II memories , I found myself strangely moved by even the corniest and most hackneyed contrivances ."
7198,2,"The only upside to all of this unpleasantness is , given its Labor Day weekend upload , FearDotCom should log a minimal number of hits ."
2455,3,But the actors make this worth a peek .
5914,1,An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .
4696,1,Chelsea Walls is a case of too many chefs fussing over too weak a recipe .
2234,0,"Guy gets girl , guy loses girl , audience falls asleep ."
8750,1,... hokey art house pretension .
8851,4,A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .
2890,1,"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half"
7580,1,"The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion ."
5600,1,A big meal of cliches that the talented cast generally chokes on .
7510,2,The film truly does rescue -LRB- the Funk Brothers -RRB- from Motown 's shadows .
8899,1,"An authentically vague , but ultimately purposeless , study in total pandemonium ."
5219,2,Just watch Bettany strut his stuff .
